01xxxxxx201118 1300    022007 -4183 70.0 82.0 95.4 96.6 698 309M   
01xxxxxx201118 1300    022007 -4183 70.0 82.0 95.4 96.7 699 293M   
01xxxxxx201118 1503    023011 -7180 68.1 82.0 95.3 96.6 699 300M   
01xxxxxx201118 1503    023011 -7180 68.1 82.0 95.4 96.8 702 285M   
