01xxxxxx201115 1430    016011  8194 65.2 82.0 93.7 96.1 678 324M MK
01xxxxxx201115 1430    016011  8194 65.2 82.0 93.7 96.1 681 327M MK
01xxxxxx201115 1835    016011  8194 67.6 82.0 94.5 96.4 684 334M MK
01xxxxxx201115 1835    016011  8194 67.6 82.0 94.5 96.5 687 336M MK
01xxxxxx201115 2233    018006  3188 64.3 82.0 94.5 96.1 681 312M MK
01xxxxxx201115 2233    018006  3188 64.2 82.0 94.5 96.2 685 317M MK
